log_id,timestamp,airport_code,flight_number,departure_city,arrival_city,passenger_count,flight_status,gate_number,airline_name,FastTrack
776,08/23/2022 23:45:44,LOM,UA789,Cocachacra,La Lima,145,Delayed,21,Yacero,Premium
777,02/16/2022 23:52:25,KGI,UA789,Katima Mulilo,Chengdu,34,On Time,17,Eare,None
778,11/25/2022 08:12:42,YLY,AA123,Nguékhokh,Syriam,128,On Time,17,Thoughtstorm,Premium
779,06/07/2022 20:27:44,BTF,AA123,Tilburg,Puerto Parra,232,On Time,1,Jatri,Standard
780,02/18/2022 11:14:12,TFS,DL456,São Gabriel da Cachoeira,Viana do Alentejo,97,Cancelled,19,Divanoodle,Premium
781,02/01/2022 21:26:28,KMT,DL456,Kruševica,Vũ Quang,107,On Time,2,Einti,Standard
782,07/23/2022 10:58:05,ZEM,UA789,Guancangping,Stare Juchy,104,Cancelled,11,Realcube,Standard
783,11/03/2022 10:59:44,MAD,AA123,Timbuktu,Gémeos,332,Delayed,7,Jaxnation,Premium
784,07/03/2022 19:45:03,HIM,AA123,Alto Barinas,Gouxaria,77,Delayed,2,Brainbox,Premium
785,10/29/2022 15:35:36,REZ,AA123,Parigi,Navashino,8,Cancelled,2,Tazzy,None
786,07/29/2022 18:02:10,JDO,DL456,Jetak Kulon,La Plata,337,Cancelled,23,Gigazoom,Premium
787,10/24/2022 00:30:13,ALS,UA789,Martanesh,Furmanov,348,Cancelled,29,Voomm,Premium
788,05/13/2022 19:02:44,YKN,UA789,Kotawaikabubak,Essang,242,On Time,2,Photobug,None
789,10/10/2022 12:58:50,AUS,AA123,Masaran,Fiorentino,106,Delayed,22,Skinte,Standard
790,10/19/2022 19:15:53,VAN,AA123,Bejuco,Gaogongdao,160,On Time,7,Yambee,Standard
791,11/13/2022 18:58:37,LVA,UA789,Sanxiang,Larvik,214,Delayed,13,Jetpulse,Premium
792,03/23/2022 10:10:48,RNJ,AA123,Huiwan,Yueyahe,41,Cancelled,30,Janyx,Premium
793,10/18/2022 07:17:37,GFL,UA789,A dos Negros,Papineauville,254,Cancelled,21,Zoonoodle,None
794,02/05/2022 10:36:29,MTE,DL456,Zhangjiayuan,Zaječov,295,On Time,8,Talane,Standard
795,02/26/2022 01:30:26,VTB,AA123,Ust-Kamenogorsk,Mungyeong,33,Delayed,3,Einti,Premium
796,11/26/2022 10:27:19,SKH,AA123,Lamphun,Laocheng,78,Delayed,12,Centizu,None
797,12/03/2022 22:46:22,MHC,AA123,Keruguya,Timeng,71,Delayed,6,Gabtype,None
798,08/14/2022 03:39:06,LWE,UA789,Kyustendil,Avignon,152,On Time,14,Trudoo,None
799,07/17/2022 23:11:40,SQK,UA789,Cowansville,Holoubkov,341,Delayed,21,Katz,None
800,03/30/2022 01:14:34,MEF,AA123,Guaíba,Virojoki,305,Delayed,15,Zoomdog,Standard
801,08/20/2022 09:39:43,DLS,AA123,El Paso,Caucaia,276,Delayed,23,Skaboo,Premium
802,05/29/2022 04:00:51,KRM,DL456,Lubāna,Villanueva,5,Cancelled,23,Pixoboo,Premium
803,07/24/2022 09:58:11,VLV,AA123,Okotoks,Mandaue City,282,Cancelled,21,Latz,Premium
804,12/24/2022 08:56:27,KPR,UA789,,Aragua de Barcelona,327,On Time,6,Rhynyx,Standard
805,11/11/2022 16:51:42,SUM,DL456,Baisha,Konstantynów Łódzki,284,Delayed,12,Buzzshare,None
806,04/21/2022 19:15:40,JAE,DL456,Nacimiento,Labé,206,On Time,5,Fadeo,None
807,03/13/2022 14:06:23,NUK,DL456,Tsévié,Évry,238,Delayed,14,Yakidoo,Standard
808,05/13/2022 02:30:53,ACU,AA123,Houbai,Bulnes,130,Cancelled,6,Trudoo,Standard
809,02/02/2022 12:57:25,DOP,DL456,Tanjungampalu,Calaba,254,Cancelled,29,Realbridge,Premium
810,09/18/2022 10:16:08,GKE,AA123,Monte,Paojan,71,On Time,28,Jatri,Premium
811,10/15/2022 18:08:21,YFJ,AA123,Remscheid,San Jerónimo,220,On Time,30,Twitterbridge,None
812,12/12/2022 04:07:21,MHE,AA123,Sumaré,Nowosielce-Gniewosz,159,Cancelled,2,Tagopia,Standard
813,11/13/2022 16:06:12,HNC,DL456,Uchaly,Xinshi,109,On Time,17,Fivechat,Standard
814,06/08/2022 00:14:40,ACT,UA789,Henglan,Gualeguaychú,351,Delayed,10,Yakijo,None
815,07/12/2022 15:51:00,DLY,AA123,Maojiagang,Shuangpu,393,On Time,8,Divavu,Standard
816,12/28/2022 17:25:53,POZ,UA789,São Sebastião,Xiayunling,317,Cancelled,10,Meevee,None
817,12/24/2022 04:06:25,TRL,DL456,Moravský Písek,Nor Gyugh,9,Delayed,29,Youspan,Premium
818,07/13/2022 07:40:47,CLB,DL456,Oporapa,Shaxi,276,Cancelled,20,Zoomdog,Standard
819,07/18/2022 09:24:09,KKD,UA789,,Podbrdo,25,Cancelled,11,Oyoloo,None
820,08/08/2022 05:19:00,KCF,AA123,Rozwadza,Heshan,156,Delayed,9,Ntag,Standard
821,09/26/2022 15:58:17,KWA,DL456,,Markaz-e Woluswalī-ye Āchīn,216,Cancelled,6,Twinder,Standard
822,03/14/2022 21:14:48,AHJ,DL456,El Rosario,Planaltina,280,Delayed,13,Shufflester,Standard
823,05/17/2022 15:51:09,KPI,UA789,Klinan,Pamanukan,181,On Time,21,Yozio,None
824,03/08/2022 04:07:58,CMF,AA123,Nangkasari,Kuching,210,Cancelled,3,Quinu,Premium
825,07/14/2022 13:27:45,MDY,DL456,Sacramento,Ash Shaddādah,69,Cancelled,18,Browsezoom,None
826,08/28/2022 11:36:08,PHE,AA123,,Vaughan,198,On Time,29,Innojam,Premium
827,06/12/2022 10:42:31,UBA,AA123,,Gangu Chengguanzhen,79,Delayed,17,Buzzdog,None
828,06/12/2022 07:29:17,BEF,DL456,Ålesund,Ganyesa,396,On Time,22,Thoughtblab,Premium
829,12/23/2022 01:06:06,SFC,DL456,Fantino,Stockholm,66,Cancelled,28,Demizz,Standard
830,03/24/2022 13:39:41,LYM,AA123,Bocos,Paranapanema,59,Delayed,1,Oozz,None
831,02/20/2022 19:57:46,YKG,DL456,,Akron,124,Cancelled,27,Rhynyx,None
832,10/11/2022 17:09:10,GTP,DL456,Velykyi Bereznyi,Tingo María,344,Delayed,10,Abata,Premium
833,03/02/2022 13:59:53,TLN,UA789,Zhongfan,Puan,341,On Time,27,Zoomdog,Premium
834,02/08/2022 09:17:58,PYH,DL456,Batas Barat,Kantharalak,284,Delayed,24,Skilith,None
835,02/07/2022 23:50:58,SWF,UA789,Nikel’,Buffalo,256,On Time,25,Yoveo,Standard
836,04/30/2022 16:24:38,PPZ,DL456,Otllak,Singosari,32,On Time,6,Realmix,None
837,05/18/2022 15:05:53,TBM,AA123,Batobato,Behābād,279,On Time,8,Devcast,None
838,08/23/2022 22:29:16,BJP,AA123,Sembung,Navoiy,249,On Time,14,Zoonder,None
839,05/26/2022 02:55:28,EBD,UA789,,Gampang,372,On Time,26,Brightdog,Standard
840,10/17/2022 11:06:57,VDP,AA123,,Wanbu,289,Delayed,19,Quimm,Standard
841,01/02/2022 14:28:53,OBX,DL456,Santa Vitória do Palmar,Soho,204,On Time,3,Youtags,None
842,06/21/2022 05:41:27,HWO,AA123,Troyes,Rybatskoye,11,Delayed,22,Einti,None
843,02/16/2022 02:48:10,MXY,DL456,Madimba,Zongzhai,206,Delayed,16,Shuffledrive,Standard
844,04/19/2022 11:39:52,PVW,UA789,,Kapasan,100,On Time,7,Yabox,Standard
845,09/19/2022 08:42:24,RBO,UA789,Agboville,La Trinidad,82,Cancelled,7,Browsecat,None
846,01/31/2022 22:44:38,DUE,AA123,Zolotkovo,Rožmitál pod Třemšínem,293,On Time,23,Kwideo,Standard
847,02/20/2022 16:44:10,ILR,DL456,Piraju,Juan L. Lacaze,53,Delayed,4,Flipstorm,None
848,08/23/2022 07:05:28,BZI,UA789,Vitoria-Gasteiz,Dijon,218,On Time,7,Plambee,Premium
849,03/13/2022 02:20:08,KEX,AA123,Nelas,Yiwa,191,Delayed,10,Skajo,Standard
850,05/07/2022 09:21:40,SLJ,AA123,Caijiang,Fuzihe,378,Cancelled,23,Meevee,Standard
851,03/09/2022 11:48:49,NCU,DL456,Cileuya,Gozdnica,317,Cancelled,1,Realcube,None
852,07/23/2022 16:32:34,BPK,UA789,Kiel,Ialoveni,306,On Time,11,Fivespan,None
853,03/05/2022 10:22:18,BAM,DL456,Chencai,Golopau,153,Delayed,8,Eire,Standard
854,07/06/2022 02:53:56,MMO,DL456,Vilya,Tsaghkunk’,277,Delayed,19,Aibox,Standard
855,11/04/2022 00:47:52,GMM,AA123,San Martín de los Andes,Bobowa,160,Cancelled,6,Eazzy,None
856,08/24/2022 10:50:45,SYR,DL456,,Nukuoro,214,Delayed,17,Dazzlesphere,None
857,04/18/2022 21:35:47,CAV,AA123,Boguszów-Gorce,Kilindoni,213,Cancelled,3,Gabvine,Premium
858,11/28/2022 04:16:28,KPB,UA789,Liuhe,Jardín América,303,Cancelled,2,Photofeed,Premium
859,01/05/2022 09:48:15,CZL,UA789,København,Tovačov,186,Delayed,10,Wikido,Standard
860,09/30/2022 17:03:07,LBM,UA789,Pueblo Nuevo,Río Hondo,205,Delayed,8,Plajo,Premium
861,02/24/2022 06:26:32,ZPH,UA789,Gangshangji,Kromy,48,Cancelled,10,Dabfeed,None
862,03/20/2022 07:09:43,HAD,UA789,Repelón,Kobylí,297,Delayed,22,Fanoodle,Standard
863,01/21/2022 06:32:00,DIQ,AA123,Doropeti,Wińsko,387,On Time,9,Wikizz,Premium
864,08/04/2022 06:16:57,HOX,AA123,Tomari,Nice,202,Cancelled,6,Flipbug,Premium
865,08/19/2022 02:23:52,SHE,AA123,Paccha,Sarkand,27,On Time,23,Linklinks,None
866,05/06/2022 17:24:46,YBS,DL456,Luoxi,Huangdu,288,On Time,11,Skibox,Standard
867,08/04/2022 13:54:06,KGG,DL456,Tam Bình,Huangcun,125,On Time,23,Quimba,Premium
868,02/06/2022 18:14:28,JAQ,AA123,Wudian,Kendalngupuk,255,Cancelled,11,Realbuzz,None
869,03/31/2022 08:34:24,DCF,DL456,San Miguel,Al Khafsah,165,On Time,11,Tagtune,None
870,02/10/2022 23:59:32,FUK,DL456,Zhaixi,Bensonville,66,On Time,13,Roomm,None
871,06/11/2022 12:52:48,MDO,AA123,Whittier,Bibis,278,Delayed,26,Jabberstorm,Premium
872,07/01/2022 16:13:42,VAV,AA123,Dapdap,Cradock,292,Cancelled,28,LiveZ,None
873,11/27/2022 02:16:42,CUZ,UA789,Shibganj,Usatove,363,Delayed,16,Centimia,None
874,01/27/2022 16:16:37,RGI,AA123,Heishui,Chigorodó,238,Cancelled,7,Rhynoodle,None
875,12/29/2022 09:43:25,NKP,DL456,Algés,Lubień,308,Cancelled,23,Rooxo,None
876,10/27/2022 11:45:41,UMY,UA789,,Songhu,59,Cancelled,17,Flashpoint,None
877,12/14/2022 17:17:15,TBR,AA123,Bungkulan,Santarém,15,Cancelled,25,Topdrive,Standard
878,04/22/2022 21:12:06,BQT,UA789,Mayskiy,Jixian,183,Cancelled,27,Ozu,Standard
879,05/29/2022 06:19:13,REG,AA123,Grojec,Point Pedro,216,Delayed,25,Flipbug,None
880,11/05/2022 06:21:27,INZ,DL456,Barreira,Nungwi,333,Cancelled,19,Mymm,Premium
881,09/24/2022 06:25:22,EBB,UA789,Batuidu,Sigeng,185,Delayed,12,Babbleblab,None
882,01/09/2022 11:00:11,CAY,UA789,Dengzhou,Jintian,89,Delayed,1,Voonix,Standard
883,04/15/2022 21:21:13,HEK,DL456,Tsaghkahovit,Voskhod,138,Delayed,14,Talane,None
884,03/19/2022 19:47:34,DSI,DL456,Ciekek,Örebro,357,Cancelled,18,Voomm,Premium
885,04/28/2022 13:37:55,BRE,UA789,Pniewy,Lengkongsari,30,Cancelled,18,Dabjam,Standard
886,09/23/2022 22:40:57,DCU,UA789,Pare,Menongue,277,Delayed,30,Voonder,Standard
887,08/27/2022 15:43:35,GNY,UA789,Kumane,Guluoshan,347,Cancelled,14,Skyble,Standard
888,10/08/2022 07:22:38,NBH,AA123,Pórto Chéli,Lukashin,241,On Time,6,Skibox,Premium
889,12/27/2022 08:51:52,BHB,DL456,Delingha,Quince Mil,150,On Time,22,Feedfish,Standard
890,11/06/2022 23:57:14,KAA,DL456,Saint-Lô,Kalávryta,279,Delayed,17,Layo,Standard
891,01/21/2022 19:33:38,MUB,DL456,Andalucía,Tonghong,86,On Time,30,Jaxbean,Premium
892,09/05/2022 05:32:48,PSD,DL456,Zhangzhen,San Fernando,267,Cancelled,30,Vinte,Premium
893,09/09/2022 01:30:43,PCC,AA123,Ferkessédougou,Benhong,131,On Time,28,Twinte,None
894,05/05/2022 20:41:21,DFI,UA789,Leijiadian,Surkh Bilandī,45,Cancelled,13,Camido,Standard
895,02/03/2022 19:34:42,0,DL456,Karnobat,Messina,88,On Time,11,Tagfeed,Premium
896,04/23/2022 14:44:11,AYM,AA123,Kampungraja,Yeysk,350,Delayed,6,Realmix,None
897,05/15/2022 08:33:14,GVP,UA789,Kandun,Xiongjia,366,Delayed,12,JumpXS,Premium
898,02/28/2022 07:33:51,OTI,AA123,,Pipa,280,On Time,14,Roombo,None
899,09/22/2022 11:28:15,PSY,UA789,Unisław,Bingerville,269,Cancelled,7,Talane,Premium
900,06/06/2022 12:37:33,IDH,UA789,Baz,Khok Charoen,363,Cancelled,16,Kare,Standard
901,12/30/2022 10:17:33,DOM,UA789,Daet,Kedungwaru,142,Cancelled,25,Topicshots,Premium
902,01/03/2022 07:35:05,HLA,DL456,Skórzec,Żórawina,46,Cancelled,17,Topicstorm,Premium
903,10/04/2022 00:54:16,TGN,UA789,Sheffield,Qianwei,105,On Time,18,Blogpad,None
904,12/20/2022 22:06:13,ATA,AA123,Kryry,Malbug,386,On Time,3,Feedfish,Premium
905,05/07/2022 11:09:51,MWQ,DL456,Phanom Sarakham,Plato,165,Delayed,11,Twinder,Premium
906,08/02/2022 12:56:25,YGW,UA789,Burhānuddin,Bantul,338,Cancelled,17,Browsetype,None
907,01/24/2022 04:13:12,RAB,AA123,Liudong,Chengbei,61,On Time,1,Livepath,None
908,03/10/2022 06:44:02,BFU,AA123,Niejiahe,Köping,262,Cancelled,2,Abatz,None
909,02/10/2022 04:24:05,BBM,AA123,Abnūb,Liuzikou,364,Delayed,10,Photolist,Standard
910,08/11/2022 13:16:11,TQL,UA789,Inowrocław,Montes Velhos,115,Delayed,28,Jaxspan,Premium
911,07/28/2022 15:02:45,HTN,DL456,San Fernando del Valle de Catamarca,Bateria,302,On Time,18,Oba,Premium
912,02/01/2022 14:17:32,SWX,DL456,Quimperlé,Kensington,273,On Time,21,Wordtune,None
913,08/20/2022 08:12:48,KDO,DL456,Yangxu,Soras,33,Delayed,5,Jatri,Standard
914,07/13/2022 14:05:03,YHT,DL456,,Peñal,206,On Time,1,Babbleopia,Standard
915,03/15/2022 23:43:51,DRI,AA123,Yuqunweng,Stradbally,159,On Time,24,Leenti,None
916,02/06/2022 06:52:46,BZU,UA789,Jiucaigou,Yaransk,151,Delayed,16,Innotype,Premium
917,09/25/2022 21:16:45,LDS,DL456,Mabugang,Tangwāni,61,On Time,17,Dabfeed,Standard
918,02/18/2022 21:07:49,VCT,UA789,,Szamotuły,329,On Time,11,Realbuzz,Standard
919,10/31/2022 10:14:02,YDO,DL456,Pomacanchi,Hallstahammar,90,Cancelled,28,Zazio,Standard
920,01/21/2022 16:21:07,ACR,UA789,Ipís,Paarl,192,On Time,20,Rhybox,Standard
921,01/22/2022 01:14:14,NYM,AA123,Rabāţ-e Sangī-ye Pā’īn,Miaogou,284,Cancelled,17,Fivespan,Standard
922,03/31/2022 01:57:55,RBJ,UA789,,Oltintopkan,125,Cancelled,30,Skipfire,None
923,08/28/2022 00:46:06,BGZ,AA123,Cape Town,Pandan,315,Cancelled,8,Browsedrive,Standard
924,03/25/2022 19:27:05,KNF,DL456,Blagnac,Krajan,364,Delayed,1,Zoomcast,Premium
925,02/17/2022 01:27:45,YKL,DL456,Pokachi,Kadukandel,381,On Time,7,Flashset,Standard
926,11/24/2022 02:47:24,ZKP,UA789,Žirovnica,Butigui,181,Delayed,26,Lazz,None
927,07/25/2022 21:33:42,BBT,DL456,Bangeran,San Antonio,67,Cancelled,13,Dabvine,Standard
928,09/27/2022 19:41:24,CGO,AA123,Eirol,Nynäshamn,386,Delayed,16,Zoomdog,Premium
929,11/24/2022 16:55:27,AYP,DL456,Changqiao,Belung Satu,24,Delayed,27,Devpoint,Premium
930,07/03/2022 22:51:49,VQQ,DL456,Łopuszno,Pegongan,304,Cancelled,7,Flashset,None
931,10/05/2022 13:29:07,GTY,AA123,Mastaiciai,Ibara,289,On Time,20,Skinte,None
932,09/11/2022 22:07:48,TPA,UA789,Malakand,Quisao,208,Delayed,23,Skiba,Premium
933,02/25/2022 05:11:35,THO,AA123,La Habana Vieja,Maoming,394,Cancelled,3,Twitterwire,None
934,01/02/2022 08:30:56,LFQ,DL456,Laizhou,Ghār al Milḩ,48,On Time,13,Twitterwire,None
935,08/01/2022 15:48:23,HMO,UA789,Enrile,Kaabong,153,Cancelled,26,Shuffledrive,None
936,10/14/2022 20:46:57,YDQ,DL456,San Antonio del Monte,Slatina,70,Cancelled,21,Buzzdog,None
937,10/08/2022 18:04:48,ANS,DL456,Qushi’an,Purda,76,Cancelled,26,Bluezoom,Standard
938,07/08/2022 18:51:56,RHL,DL456,,Iza,350,Delayed,5,Avavee,Standard
939,09/16/2022 05:44:26,AUM,DL456,Tatebayashi,Tianqian,171,On Time,21,Zoomlounge,None
940,05/19/2022 20:35:54,HKV,UA789,Trebisht-Muçinë,Tver,298,Cancelled,3,Babbleset,Premium
941,02/16/2022 23:50:45,HTZ,AA123,,Parchowo,213,Cancelled,12,Thoughtmix,Standard
942,08/20/2022 14:44:43,PDI,UA789,Imrīsh,Sepanjang,50,Cancelled,9,Feedfish,Standard
943,07/14/2022 10:05:13,WAD,DL456,Jinzhou,Thanh Ba,141,On Time,18,Eazzy,None
944,05/30/2022 15:31:05,SFM,DL456,Santo Antônio de Posse,Bowang,123,Cancelled,1,Youtags,None
945,12/27/2022 10:46:27,YCG,UA789,Narukan,Hevlín,95,Delayed,11,Mydeo,Standard
946,08/30/2022 20:55:05,RFD,AA123,Kalate,Maji,148,Cancelled,25,Yodo,Premium
947,08/30/2022 09:45:15,RDT,DL456,Kohila,Lijia,26,Delayed,13,Thoughtworks,None
948,01/25/2022 14:54:47,YWK,UA789,Farafenni,Houzhai,353,On Time,20,Linktype,None
949,02/28/2022 05:26:48,SLI,DL456,,Orekhovo-Borisovo Severnoye,145,Delayed,7,Einti,Standard
950,03/26/2022 00:28:00,HVE,AA123,Futang,Cihaladan,397,Cancelled,9,Tekfly,None
951,04/24/2022 05:10:45,FSC,UA789,Nūrābād,Kukës,36,On Time,22,Bluejam,Premium
952,02/01/2022 19:39:03,SMA,UA789,Nerokoúros,Kahrīz,215,Delayed,14,Divape,Premium
953,12/26/2022 10:50:13,BGK,AA123,Puente Nacional,Lolak,275,Delayed,1,Skinix,Standard
954,09/09/2022 19:41:24,PXM,UA789,Hezhang,Xiushan,194,Cancelled,13,Oyonder,Standard
955,10/15/2022 03:54:41,HKY,UA789,Xiachengzi,Lebu,73,On Time,22,Dabvine,Premium
956,03/19/2022 21:05:58,HKV,UA789,Babakankiray,Izumo,243,Delayed,16,Quimm,Standard
957,03/30/2022 17:26:23,SDU,DL456,Bondowoso,Navashino,64,Delayed,25,Dabshots,Standard
958,03/10/2022 10:29:12,MUC,DL456,Naranjito,Kariat Arkmane,337,Cancelled,25,Feedbug,None
959,01/30/2022 21:09:55,PPK,UA789,Klimavichy,Gaotang,44,Delayed,3,Linklinks,Premium
960,08/04/2022 10:16:46,0,UA789,Banepa,Tân Việt,351,Delayed,23,Eayo,None
961,06/30/2022 13:53:16,BGW,AA123,Niort,Dhrosiá,25,Cancelled,3,Roodel,None
962,05/05/2022 16:02:36,NZC,UA789,Echarate,Fuerte,63,Cancelled,5,Thoughtbridge,None
963,07/13/2022 10:39:05,GLW,DL456,Gucun,Várzea,252,Cancelled,25,Rhynoodle,Standard
964,03/19/2022 15:59:49,YMH,DL456,Chakou,Wanareja,383,On Time,27,Blognation,None
965,03/19/2022 12:05:44,GRM,DL456,Ḩuraytān,Georgiyevskaya,68,Cancelled,12,Babblestorm,None
966,09/03/2022 18:46:53,ELV,UA789,Airdrie,Gunungtua,85,On Time,3,Devpoint,Standard
967,04/18/2022 08:39:40,ULN,AA123,Bibiani,Hōfu,249,Delayed,8,Dabfeed,Standard
968,04/21/2022 15:46:21,LHC,AA123,Lidzbark,Borovskiy,75,Delayed,24,Skibox,None
969,02/17/2022 10:07:25,IMD,DL456,Karangan,Hualgayoc,137,Delayed,1,Jabberbean,Standard
970,09/25/2022 23:07:10,THV,DL456,Fresno,Tbilisskaya,348,On Time,11,Kamba,Premium
971,09/23/2022 03:55:36,DRF,UA789,Aş Şaff,Hetang,17,Cancelled,2,Jaxworks,Standard
972,05/26/2022 07:08:53,IOA,DL456,Shilipu,Sang-e Chārak,227,Delayed,6,Wordify,None
973,10/13/2022 16:30:03,VLV,UA789,Xiaoyi,Oropéndolas,360,On Time,22,Jabbersphere,None
974,09/15/2022 00:51:58,CAT,UA789,Santa Clara,Ibabang Tayuman,10,On Time,16,Tanoodle,None
975,04/30/2022 07:41:55,QIT,AA123,,Springfield,106,Delayed,29,Eamia,Premium
976,10/18/2022 04:09:06,YQZ,DL456,Vlkoš,Churovichi,40,On Time,3,Quatz,None
977,12/22/2022 07:08:59,GRR,DL456,Araraquara,Ранковце,67,Cancelled,13,Meevee,None
978,02/21/2022 04:43:38,BJG,DL456,Polanica-Zdrój,Ongi,272,Cancelled,8,Skidoo,Standard
979,02/14/2022 01:21:01,FSS,DL456,Sumberbakti,Ponta Delgada,165,Delayed,3,Bluezoom,Premium
980,01/16/2022 12:31:18,LAH,DL456,Saint-Gratien,Pujocucho,99,On Time,27,Buzzdog,None
981,01/08/2022 09:36:45,UMT,DL456,Puncaksempur,Tabunok,214,Cancelled,27,Mynte,None
982,07/09/2022 00:32:01,ERG,UA789,Podbuzh,Panbang,78,On Time,19,Linktype,None
983,06/22/2022 22:09:11,MZK,DL456,,Lawdar,14,Delayed,21,Youspan,Premium
984,10/19/2022 00:40:39,KWY,DL456,Ballylinan,Wanglian,239,Delayed,10,Meevee,None
985,11/10/2022 16:04:10,DNH,DL456,Yangxunqiao,Ngoc Hon Doc,179,Delayed,24,Gevee,None
986,01/18/2022 01:31:35,SYV,DL456,Dadap,Ketanen,378,Delayed,18,Blogspan,None
987,02/05/2022 09:08:35,BAN,DL456,Al Majāridah,Trzcinica,73,Cancelled,25,Brainbox,Standard
988,09/03/2022 23:26:27,MHZ,UA789,Baixi,Marianowo,206,On Time,29,Tagtune,None
989,08/26/2022 09:25:32,LCN,AA123,Manicahan,Manassas,396,On Time,30,Bubbletube,None
990,02/13/2022 09:57:50,LRS,UA789,Fuji,Punta Gorda,128,Cancelled,15,Ailane,Premium
991,09/17/2022 04:39:44,BVO,UA789,Jargalant,Sanfang,382,Cancelled,14,Meeveo,Premium
992,01/19/2022 01:13:41,MWH,AA123,,Kot Sultan,107,Cancelled,25,Thoughtworks,None
993,11/24/2022 06:48:31,SHQ,AA123,Farīdpur,Citeluk,332,Cancelled,2,Cogibox,None
994,06/22/2022 20:44:32,DOX,UA789,Xueshan,Oepuah,225,On Time,6,Abatz,Premium
995,02/18/2022 04:28:25,NEW,UA789,Rafaï,Lovrenc na Pohorju,241,On Time,4,Quamba,None
996,08/15/2022 07:09:34,VAG,AA123,Kopidlno,Planken,48,Delayed,9,Aibox,Premium
997,03/03/2022 17:16:03,CPX,UA789,,San Juan,209,On Time,1,Edgetag,None
998,05/26/2022 18:06:27,TBW,AA123,Bojongloa,Columbia,382,Delayed,25,Feedfish,Premium
999,10/03/2022 15:20:23,MJD,DL456,Kista,Santa Lucía,216,Cancelled,13,Agimba,None
1000,12/12/2022 05:31:12,IKP,UA789,Kaltan,Nālūt,16,Cancelled,23,Jaxbean,None
